caminhando,4.231197044E0,1.240625000E1,-2.250000000E0,3.191249847E0
caminhando,4.256197044E0,1.236999989E1,-2.004999876E0,3.091249943E0
caminhando,4.281197044E0,1.267124939E1,-6.999999881E-1,1.527499914E0
caminhando,4.306197044E0,1.236250019E1,-1.022499919E0,1.090000033E0
caminhando,4.331197044E0,1.119374943E1,-2.766249895E0,1.527499914E0
caminhando,4.356197044E0,1.114999962E1,-4.099999905E0,2.581249952E0
caminhando,4.381197044E0,1.225500011E1,-4.982500076E0,2.609999895E0
caminhando,4.406197044E0,1.400500011E1,-6.632499695E0,2.244999886E0
caminhando,4.431197044E0,1.521749973E1,-8.123749733E0,2.567499876E0
caminhando,4.456197044E0,1.315874958E1,-7.507499695E0,3.564999819E0
caminhando,4.481197044E0,1.183125019E1,-7.701249599E0,3.801249981E0
caminhando,4.506197044E0,1.163124943E1,-7.837499619E0,3.772499800E0
caminhando,4.531197044E0,1.127250004E1,-8.282500267E0,4.196249962E0
caminhando,4.556197044E0,9.737500191E0,-7.679999828E0,2.774999857E0
caminhando,4.581197044E0,8.281250000E0,-6.803750038E0,2.523749828E0
caminhando,4.606197044E0,7.112499714E0,-6.431249619E0,2.646250010E0
caminhando,4.631197044E0,6.287499905E0,-6.546249866E0,2.373749971E0
caminhando,4.656197044E0,5.734999657E0,-6.043749809E0,1.412500024E0
caminhando,4.681197044E0,5.059999943E0,-5.204999924E0,6.087499857E-1
caminhando,4.706197044E0,4.701250076E0,-4.853749752E0,6.374999881E-1
caminhando,4.731197044E0,4.601249695E0,-4.717499733E0,1.118749976E0
caminhando,4.756197044E0,4.163749695E0,-4.516250134E0,5.799999833E-1
caminhando,4.781197044E0,4.328750134E0,-4.416249752E0,7.599999905E-1
caminhando,4.806197044E0,4.372499943E0,-4.666249752E0,7.450000048E-1
caminhando,4.831197044E0,5.003749847E0,-4.616250038E0,7.887499928E-1
caminhando,4.856197044E0,6.429999828E0,-4.602499962E0,1.090000033E0
caminhando,4.881197044E0,9.500000000E0,-5.606249809E0,1.441249967E0
caminhando,4.906197044E0,9.536250114E0,-6.883749962E0,1.649999917E-1
caminhando,4.931197044E0,9.858749390E0,-6.295000076E0,1.103749990E0
caminhando,4.956197044E0,9.837499619E0,-5.878749847E0,2.661249876E0
caminhando,4.981197044E0,9.801249504E0,-6.417500019E0,3.751250029E0
caminhando,5.006197044E0,9.844999313E0,-6.696249962E0,5.085000038E0
caminhando,5.031197044E0,1.069874954E1,-6.179999828E0,5.429999828E0
caminhando,5.056197044E0,1.195374966E1,-6.079999924E0,4.468750000E0
caminhando,5.081197044E0,1.244124985E1,-6.431249619E0,3.277499914E0
caminhando,5.106197044E0,1.260624981E1,-7.242499828E0,3.371249914E0
caminhando,5.131197044E0,1.135874939E1,-8.389999390E0,3.916249990E0
caminhando,5.156197044E0,1.051875019E1,-8.361249924E0,4.639999866E0
caminhando,5.181197044E0,9.952499390E0,-7.191249847E0,5.328749657E0
caminhando,5.206197044E0,9.457499504E0,-6.502500057E0,3.678749800E0
caminhando,5.231197044E0,8.273749352E0,-6.690000057E0,4.008749962E0
caminhando,5.256197044E0,8.079999924E0,-6.473749638E0,5.236249924E0
caminhando,5.281197044E0,8.346249580E0,-5.713749886E0,6.203749657E0
caminhando,5.306197044E0,8.281250000E0,-5.126249790E0,5.121249676E0
caminhando,5.331197044E0,7.613749981E0,-4.537499905E0,5.207499981E0
caminhando,5.356197044E0,7.585000038E0,-4.257499695E0,5.816249847E0
caminhando,5.381197044E0,7.634999752E0,-4.171249866E0,6.404999733E0
caminhando,5.406197044E0,7.039999962E0,-4.164999962E0,6.612499714E0
caminhando,5.431197044E0,6.652499676E0,-3.863749981E0,5.759999752E0
caminhando,5.456197044E0,6.911249638E0,-3.539999962E0,4.776249886E0
caminhando,5.481197044E0,6.788749695E0,-3.562500000E0,4.181250095E0
caminhando,5.506197044E0,6.788749695E0,-3.605000019E0,3.786249876E0
caminhando,5.531197044E0,7.815000057E0,-3.641249895E0,4.123749733E0
caminhando,5.556197044E0,9.465000153E0,-4.652499676E0,3.206249952E0
caminhando,5.581197044E0,6.918749809E0,-5.047499657E0,3.772499800E0
caminhando,5.606197044E0,7.147500038E0,-2.916249990E0,3.772499800E0
caminhando,5.631197044E0,7.534999847E0,-2.507499933E0,2.832499981E0
caminhando,5.656197044E0,8.359999657E0,-3.842499971E0,2.638749838E0
caminhando,5.681197044E0,8.948749542E0,-4.673749924E0,2.968750000E0
caminhando,5.706197044E0,9.551249504E0,-5.377500057E0,2.703749895E0
caminhando,5.731197044E0,9.866250038E0,-5.462500095E0,2.108749866E0
caminhando,5.756197044E0,1.021124935E1,-5.592499733E0,1.943749905E0
caminhando,5.781197044E0,1.030375004E1,-5.103749752E0,2.818749905E0
caminhando,5.806197044E0,1.008874989E1,-4.322499752E0,3.291249990E0
caminhando,5.831197044E0,9.844999313E0,-3.612499952E0,3.693749905E0
caminhando,5.856197044E0,9.844999313E0,-3.303750038E0,4.202499866E0
caminhando,5.881197044E0,1.017500019E1,-3.017499924E0,4.246249676E0
caminhando,5.906197044E0,1.018249989E1,-3.023749828E0,3.442499876E0
caminhando,5.931197044E0,1.028249931E1,-2.730000019E0,3.220000029E0
caminhando,5.956197044E0,1.059124947E1,-2.500000000E0,3.119999886E0
caminhando,5.981197044E0,1.092749977E1,-2.371249914E0,2.818749905E0
caminhando,6.006197044E0,1.100749969E1,-2.041249990E0,2.703749895E0
caminhando,6.031197044E0,1.056250000E1,-2.357499838E0,2.625000000E0
caminhando,6.056197044E0,1.018249989E1,-2.514999866E0,2.674999952E0
caminhando,6.081197044E0,1.001000023E1,-2.607499838E0,2.703749895E0
caminhando,6.106197044E0,1.026749992E1,-2.808749914E0,3.428750038E0
caminhando,6.131197044E0,9.938749313E0,-3.454999924E0,3.306249857E0
caminhando,6.156197044E0,9.622499466E0,-3.971249819E0,2.983749866E0
caminhando,6.181197044E0,9.894999504E0,-4.049999714E0,2.746249914E0
caminhando,6.206197044E0,1.090625000E1,-3.727499962E0,3.814999819E0
caminhando,6.231197044E0,1.247749996E1,-4.817500114E0,3.342499971E0
caminhando,6.256197044E0,1.262125015E1,-6.481249809E0,3.916249990E0
caminhando,6.281197044E0,1.140124989E1,-5.993750095E0,4.553750038E0
caminhando,6.306197044E0,9.837499619E0,-3.971249819E0,4.332499981E0
caminhando,6.331197044E0,9.708749771E0,-3.023749828E0,3.786249876E0
caminhando,6.356197044E0,9.407499313E0,-3.267499924E0,3.091249943E0
caminhando,6.381197044E0,9.829999924E0,-3.720000029E0,2.230000019E0
caminhando,6.406197044E0,1.051249981E1,-4.602499962E0,1.842499971E0
caminhando,6.431197044E0,1.028999996E1,-5.734999657E0,1.828750014E0
caminhando,6.456197044E0,9.069999695E0,-6.538749695E0,1.634999990E0
caminhando,6.481197044E0,7.893749714E0,-6.617499828E0,1.441249967E0
caminhando,6.506197044E0,6.473749638E0,-5.900000095E0,1.512499928E0
caminhando,6.531197044E0,5.397500038E0,-5.297499657E0,1.512499928E0
caminhando,6.556197044E0,4.572499752E0,-4.523749828E0,2.194999933E0
caminhando,6.581197044E0,4.587500095E0,-4.243750095E0,1.663749933E0
caminhando,6.606197044E0,4.894999981E0,-4.257499695E0,5.374999642E-1
caminhando,6.631197044E0,5.253749847E0,-4.049999714E0,4.949999750E-1
caminhando,6.656197044E0,5.433749676E0,-3.906250000E0,8.599999547E-1
caminhando,6.681197044E0,5.383749962E0,-4.164999962E0,9.962499738E-1
caminhando,6.706197044E0,5.548749924E0,-4.157499790E0,9.249999523E-1
caminhando,6.731197044E0,6.107500076E0,-4.006249905E0,6.737499833E-1
caminhando,6.756197044E0,7.176249981E0,-4.322499752E0,1.039999962E0
caminhando,6.781197044E0,7.714999676E0,-4.673749924E0,1.756249905E0
caminhando,6.806197044E0,8.403749466E0,-5.333749771E0,1.943749905E0
caminhando,6.831197044E0,9.873749733E0,-5.606249809E0,2.359999895E0
caminhando,6.856197044E0,1.083500004E1,-5.462500095E0,3.054999828E0
caminhando,6.881197044E0,1.127999973E1,-5.161250114E0,3.843750000E0
caminhando,6.906197044E0,1.317374992E1,-5.598749638E0,3.607499838E0
caminhando,6.931197044E0,1.219749928E1,-6.137499809E0,4.941249847E0
caminhando,6.956197044E0,1.246999931E1,-4.523749828E0,5.429999828E0
caminhando,6.981197044E0,1.243375015E1,-2.543750048E0,4.440000057E0
caminhando,7.006197044E0,1.205375004E1,-1.252499938E0,4.288749695E0
caminhando,7.031197044E0,1.092749977E1,-7.862499952E-1,4.582499981E0
caminhando,7.056197044E0,1.123624992E1,-7.287499905E-1,4.152499676E0
caminhando,7.081197044E0,1.150874996E1,-9.649999738E-1,3.843750000E0
caminhando,7.106197044E0,1.141624928E1,-1.532499909E0,4.733749866E0
caminhando,7.131197044E0,1.193999958E1,-1.317499995E0,5.566249847E0
caminhando,7.156197044E0,1.184624958E1,-1.459999919E0,5.974999905E0
caminhando,7.181197044E0,1.186749935E1,-1.718750000E0,5.651249886E0
caminhando,7.206197044E0,1.167374992E1,-2.069999933E0,5.608749866E0
caminhando,7.231197044E0,1.109999943E1,-2.658750057E0,5.514999866E0
caminhando,7.256197044E0,1.059749985E1,-3.253749847E0,5.608749866E0
caminhando,7.281197044E0,9.931249619E0,-3.869999886E0,5.372499943E0
caminhando,7.306197044E0,9.672499657E0,-4.537499905E0,5.042500019E0
caminhando,7.331197044E0,9.773749352E0,-5.018749714E0,4.883749962E0
caminhando,7.356197044E0,9.952499390E0,-5.226249695E0,4.582499981E0
caminhando,7.381197044E0,9.795000076E0,-5.548749924E0,4.424999714E0
caminhando,7.406197044E0,9.472499847E0,-5.585000038E0,4.246249676E0
caminhando,7.431197044E0,8.991250038E0,-5.477499962E0,4.008749962E0
caminhando,7.456197044E0,8.891249657E0,-5.519999981E0,3.564999819E0
caminhando,7.481197044E0,9.142499924E0,-5.807499886E0,3.442499876E0
caminhando,7.506197044E0,8.603750229E0,-5.849999905E0,3.536249876E0
caminhando,7.531197044E0,7.534999847E0,-5.513750076E0,3.428750038E0
caminhando,7.556197044E0,7.699999809E0,-5.039999962E0,3.664999962E0
caminhando,7.581197044E0,8.273749352E0,-6.281250000E0,2.359999895E0
caminhando,7.606197044E0,7.011250019E0,-6.818749905E0,2.302500010E0
caminhando,7.631197044E0,5.404999733E0,-6.065000057E0,2.122499943E0
caminhando,7.656197044E0,4.723750114E0,-4.529999733E0,1.899999976E0
caminhando,7.681197044E0,4.364999771E0,-3.856249809E0,1.218750000E0
caminhando,7.706197044E0,4.787499905E0,-3.806249857E0,8.599999547E-1
caminhando,7.731197044E0,6.014999866E0,-4.393749714E0,8.962500095E-1
caminhando,7.756197044E0,7.686249733E0,-4.279999733E0,1.068750024E0
caminhando,7.781197044E0,8.152500153E0,-4.581249714E0,9.249999523E-1
caminhando,7.806197044E0,7.943749905E0,-4.831249714E0,1.512499928E0
caminhando,7.831197044E0,7.764999866E0,-4.416249752E0,1.972499967E0
caminhando,7.856197044E0,7.815000057E0,-4.193749905E0,1.799999952E0
caminhando,7.881197044E0,8.095000267E0,-4.199999809E0,1.563749909E0
caminhando,7.906197044E0,9.069999695E0,-4.086249828E0,2.438750029E0
caminhando,7.931197044E0,9.263750076E0,-4.416249752E0,2.065000057E0
caminhando,7.956197044E0,9.693749428E0,-4.529999733E0,2.625000000E0
caminhando,7.981197044E0,1.021749973E1,-4.458749771E0,3.722499847E0
caminhando,8.006197044E0,1.082749939E1,-3.984999895E0,4.568749905E0
caminhando,8.031197044E0,1.091374969E1,-3.339999914E0,3.843750000E0
caminhando,8.056197044E0,1.084875011E1,-2.873749971E0,3.484999895E0
caminhando,8.081197044E0,1.091374969E1,-2.772500038E0,3.814999819E0
caminhando,8.106197044E0,1.081374931E1,-2.579999924E0,3.944999933E0
caminhando,8.131197044E0,1.049749947E1,-2.758749962E0,3.944999933E0
caminhando,8.156197044E0,1.074874973E1,-2.766249895E0,4.123749733E0
caminhando,8.181197044E0,1.099249935E1,-2.407500029E0,3.751250029E0
caminhando,8.206197044E0,1.168874931E1,-2.206249952E0,3.313750029E0
caminhando,8.231197044E0,1.141624928E1,-3.619999886E0,4.626249790E0
caminhando,8.256197044E0,1.155249977E1,-2.357499838E0,5.092499733E0
caminhando,8.281197044E0,1.211874962E1,-7.212499976E-1,4.202499866E0
caminhando,8.306197044E0,1.196749973E1,-2.199999988E-1,3.843750000E0
caminhando,8.331197044E0,1.061250019E1,-9.937499762E-1,3.678749800E0
caminhando,8.356197044E0,9.428750038E0,-2.106250048E0,3.887499809E0
caminhando,8.381197044E0,9.923749924E0,-2.994999886E0,4.231249809E0
caminhando,8.406197044E0,1.071249962E1,-4.150000095E0,4.526249886E0
caminhando,8.431197044E0,1.095625019E1,-4.444999695E0,4.804999828E0
caminhando,8.456197044E0,1.138749981E1,-4.264999866E0,4.704999924E0
caminhando,8.481197044E0,1.182499981E1,-4.480000019E0,5.092499733E0
caminhando,8.506197044E0,1.156624985E1,-4.702499866E0,5.236249924E0
caminhando,8.531197044E0,1.089874935E1,-5.204999924E0,5.529999733E0
caminhando,8.556197044E0,9.981249809E0,-5.857500076E0,5.278749943E0
caminhando,8.581197044E0,9.171249390E0,-6.072499752E0,5.042500019E0
caminhando,8.606197044E0,8.574999809E0,-6.187500000E0,4.246249676E0
caminhando,8.631197044E0,7.929999828E0,-6.266249657E0,3.843750000E0
caminhando,8.656197044E0,7.362499714E0,-6.366250038E0,3.162499905E0
caminhando,8.681197044E0,7.018749714E0,-6.087500095E0,3.248749971E0
caminhando,8.706197044E0,6.429999828E0,-5.477499962E0,2.774999857E0
caminhando,8.731197044E0,6.201250076E0,-4.911250114E0,2.538749933E0
caminhando,8.756197044E0,6.014999866E0,-5.053750038E0,2.302500010E0
caminhando,8.781197044E0,5.763750076E0,-5.126249790E0,2.538749933E0
caminhando,8.806197044E0,5.957499981E0,-4.616250038E0,2.036249876E0
caminhando,8.831197044E0,6.710000038E0,-4.523749828E0,1.469999909E0
caminhando,8.856197044E0,8.711249352E0,-6.065000057E0,7.162500024E-1
caminhando,8.881197044E0,7.170000076E0,-6.632499695E0,1.355000019E0
caminhando,8.906197044E0,6.623749733E0,-5.556250095E0,2.625000000E0
caminhando,8.931197044E0,6.007499695E0,-4.021249771E0,2.774999857E0
caminhando,8.956197044E0,6.481249809E0,-3.720000029E0,1.663749933E0
caminhando,8.981197044E0,7.521249771E0,-3.906250000E0,1.591249943E0
caminhando,9.006197044E0,9.098750114E0,-4.228749752E0,1.082499981E0
caminhando,9.031197044E0,1.018249989E1,-4.315000057E0,4.375000000E-1
caminhando,9.056197044E0,1.001749992E1,-4.573750019E0,1.999999881E-1
caminhando,9.081197044E0,8.948749542E0,-5.462500095E0,1.176249981E0
caminhando,9.106197044E0,8.223750114E0,-5.828749657E0,2.481250048E0
caminhando,9.131197044E0,8.037499428E0,-5.448750019E0,3.306249857E0
caminhando,9.156197044E0,8.202499390E0,-5.183749676E0,2.939999819E0
caminhando,9.181197044E0,8.954999924E0,-5.168749809E0,2.939999819E0
caminhando,9.206197044E0,9.938749313E0,-4.773749828E0,3.263749838E0
caminhando,9.231197044E0,1.025374985E1,-4.380000114E0,4.217499733E0
caminhando,9.256197044E0,1.074874973E1,-4.286250114E0,4.776249886E0
caminhando,9.281197044E0,1.140124989E1,-3.576249838E0,4.848750114E0
caminhando,9.306197044E0,1.141624928E1,-2.794999838E0,4.626249790E0
caminhando,9.331197044E0,1.076249981E1,-2.579999924E0,4.138750076E0
caminhando,9.356197044E0,1.011749935E1,-2.823750019E0,3.801249981E0
caminhando,9.381197044E0,9.608749390E0,-2.737499952E0,3.621249914E0
caminhando,9.406197044E0,9.234999657E0,-3.167500019E0,3.564999819E0
caminhando,9.431197044E0,8.776249886E0,-3.476249933E0,3.736249924E0
caminhando,9.456197044E0,8.876250267E0,-3.067499876E0,3.083750010E0
caminhando,9.481197044E0,9.909999847E0,-4.516250134E0,2.596250057E0
caminhando,9.506197044E0,9.465000153E0,-5.513750076E0,3.649999857E0
caminhando,9.531197044E0,9.593750000E0,-4.343750000E0,4.553750038E0
caminhando,9.556197044E0,9.651249886E0,-2.292500019E0,3.757499933E0
caminhando,9.581197044E0,9.428750038E0,-1.876249909E0,3.858749866E0
caminhando,9.606197044E0,9.184999466E0,-2.622499943E0,4.639999866E0
caminhando,9.631197044E0,9.873749733E0,-2.751250029E0,4.196249962E0
caminhando,9.656197044E0,1.152374935E1,-3.131249905E0,3.471249819E0
caminhando,9.681197044E0,1.244124985E1,-4.049999714E0,3.026249886E0
caminhando,9.706197044E0,1.322375011E1,-4.422500134E0,2.509999990E0
caminhando,9.731197044E0,1.396249962E1,-5.190000057E0,1.857499957E0
caminhando,9.756197044E0,1.339499950E1,-5.412499905E0,1.706249952E0
caminhando,9.781197044E0,1.197499943E1,-5.750000000E0,1.972499967E0
caminhando,9.806197044E0,1.117249966E1,-6.588749886E0,2.509999990E0
caminhando,9.831197044E0,9.931249619E0,-7.091249943E0,2.567499876E0
caminhando,9.856197044E0,8.789999962E0,-6.674999714E0,2.194999933E0
caminhando,9.881197044E0,8.123749733E0,-6.108749866E0,1.928749919E0
caminhando,9.906197044E0,8.001250267E0,-6.151249886E0,2.022500038E0
caminhando,9.931197044E0,7.492499828E0,-5.843750000E0,1.276250005E0
caminhando,9.956197044E0,7.011250019E0,-4.974999905E0,9.674999714E-1
caminhando,9.981197044E0,6.473749638E0,-4.558749676E0,7.737500072E-1
caminhando,1.000619704E1,6.172499657E0,-4.523749828E0,1.118749976E0
caminhando,1.003119704E1,6.287499905E0,-4.523749828E0,9.387499690E-1
caminhando,1.005619704E1,6.423749924E0,-4.566249847E0,5.799999833E-1
caminhando,1.008119704E1,6.538749695E0,-4.501249790E0,6.449999809E-1
caminhando,1.010619704E1,7.333749771E0,-4.831249714E0,7.312499881E-1
caminhando,1.013119704E1,7.542500019E0,-5.713749886E0,6.374999881E-2
caminhando,1.015619704E1,6.997499943E0,-5.778749943E0,8.812499642E-1
caminhando,1.018119704E1,6.531250000E0,-5.563749790E0,1.857499957E0
caminhando,1.020619704E1,6.688749790E0,-5.569999695E0,2.746249914E0
caminhando,1.023119704E1,6.243750095E0,-6.409999847E0,2.882499933E0
caminhando,1.025619704E1,6.416249752E0,-6.653749943E0,3.133749962E0
caminhando,1.028119704E1,7.592499733E0,-6.912499905E0,3.786249876E0
caminhando,1.030619704E1,8.926249504E0,-7.184999943E0,4.037499905E0
caminhando,1.033119704E1,9.500000000E0,-6.947499752E0,4.898749828E0
caminhando,1.035619704E1,9.278749466E0,-6.502500057E0,5.566249847E0
caminhando,1.038119704E1,9.300000191E0,-5.678750038E0,5.315000057E0
caminhando,1.040619704E1,9.630000114E0,-5.513750076E0,5.134999752E0
caminhando,1.043119704E1,9.256249428E0,-5.692499638E0,5.579999924E0
caminhando,1.045619704E1,8.676249504E0,-5.972499847E0,5.802499771E0
caminhando,1.048119704E1,9.601249695E0,-5.534999847E0,5.946249962E0
caminhando,1.050619704E1,9.952499390E0,-4.932499886E0,6.677499771E0
caminhando,1.053119704E1,9.994999886E0,-4.444999695E0,7.652499676E0
caminhando,1.055619704E1,9.465000153E0,-4.063749790E0,7.329999924E0
caminhando,1.058119704E1,8.862500191E0,-4.236249924E0,6.706249714E0
caminhando,1.060619704E1,8.194999695E0,-4.171249866E0,7.072499752E0
caminhando,1.063119704E1,8.194999695E0,-3.547499895E0,6.748749733E0
caminhando,1.065619704E1,8.639999390E0,-3.347499847E0,6.203749657E0
caminhando,1.068119704E1,8.482500076E0,-3.017499924E0,5.831249714E0
caminhando,1.070619704E1,8.194999695E0,-2.981250048E0,4.998749733E0
caminhando,1.073119704E1,8.087499619E0,-3.282500029E0,4.037499905E0
caminhando,1.075619704E1,8.073749542E0,-2.845000029E0,3.786249876E0
caminhando,1.078119704E1,9.171249390E0,-2.658750057E0,3.958750010E0
caminhando,1.080619704E1,8.833749771E0,-3.397500038E0,4.008749962E0
caminhando,1.083119704E1,8.854999542E0,-2.206249952E0,4.152499676E0
caminhando,1.085619704E1,1.036124992E1,-5.637499690E-1,3.593750000E0
caminhando,1.088119704E1,1.150124931E1,-7.625000179E-2,3.356249809E0
caminhando,1.090619704E1,1.149499989E1,-7.074999809E-1,3.843750000E0
caminhando,1.093119704E1,1.205375004E1,-1.237499952E0,3.973749876E0
caminhando,1.095619704E1,1.287249947E1,-1.912499905E0,4.037499905E0
caminhando,1.098119704E1,1.328125000E1,-2.363749981E0,3.751250029E0
caminhando,1.100619704E1,1.284375000E1,-3.059999943E0,3.722499847E0
caminhando,1.103119704E1,1.215499973E1,-3.454999924E0,4.094999790E0
caminhando,1.105619704E1,1.194624996E1,-3.023749828E0,4.217499733E0
caminhando,1.108119704E1,1.156624985E1,-3.196249962E0,3.456249952E0
caminhando,1.110619704E1,1.063374996E1,-3.704999924E0,2.997499943E0
caminhando,1.113119704E1,9.787499428E0,-3.898749828E0,3.054999828E0
caminhando,1.115619704E1,9.177499771E0,-4.207499981E0,3.306249857E0
caminhando,1.118119704E1,9.056249619E0,-4.186249733E0,3.371249914E0
caminhando,1.120619704E1,8.739999771E0,-3.769999981E0,2.567499876E0
caminhando,1.123119704E1,8.152500153E0,-3.869999886E0,1.784999967E0
caminhando,1.125619704E1,8.144999504E0,-3.949999809E0,2.481250048E0
caminhando,1.128119704E1,7.958749771E0,-3.691249847E0,2.552500010E0
caminhando,1.130619704E1,7.634999752E0,-3.146250010E0,2.452499866E0
caminhando,1.133119704E1,7.147500038E0,-3.174999952E0,2.538749933E0
caminhando,1.135619704E1,6.796249866E0,-3.376250029E0,2.452499866E0
caminhando,1.138119704E1,6.646249771E0,-3.512499809E0,1.978749990E0
caminhando,1.140619704E1,6.379999638E0,-3.733749866E0,1.548749924E0
caminhando,1.143119704E1,7.886250019E0,-4.903749943E0,5.512499809E-1
caminhando,1.145619704E1,6.681249619E0,-5.412499905E0,4.949999750E-1
caminhando,1.148119704E1,6.588749886E0,-4.610000134E0,1.312500000E0
caminhando,1.150619704E1,5.763750076E0,-3.756249905E0,2.509999990E0
caminhando,1.153119704E1,5.562500000E0,-3.648749828E0,2.638749838E0
caminhando,1.155619704E1,5.554999828E0,-4.150000095E0,1.857499957E0
caminhando,1.158119704E1,6.724999905E0,-4.781250000E0,1.706249952E0
caminhando,1.160619704E1,9.048749924E0,-5.103749752E0,1.721249938E0
caminhando,1.163119704E1,9.902500153E0,-5.404999733E0,7.024999857E-1
caminhando,1.165619704E1,9.952499390E0,-5.592499733E0,7.450000048E-1
caminhando,1.168119704E1,1.003125000E1,-6.122499943E0,3.133749962E0
caminhando,1.170619704E1,9.858749390E0,-6.517499924E0,4.956249714E0
caminhando,1.173119704E1,9.465000153E0,-6.481249809E0,5.737499714E0
caminhando,1.175619704E1,9.572500229E0,-5.427499771E0,6.289999962E0
caminhando,1.178119704E1,9.522500038E0,-4.717499733E0,5.737499714E0
caminhando,1.180619704E1,9.478750229E0,-4.487499714E0,5.401249886E0
caminhando,1.183119704E1,9.586249352E0,-4.006249905E0,5.121249676E0
caminhando,1.185619704E1,1.022499943E1,-3.246249914E0,4.468750000E0
caminhando,1.188119704E1,1.015999985E1,-2.643749952E0,3.177500010E0
caminhando,1.190619704E1,9.801249504E0,-2.572499990E0,3.263749838E0
caminhando,1.193119704E1,9.163749695E0,-2.507499933E0,3.801249981E0
caminhando,1.195619704E1,9.056249619E0,-2.443749905E0,3.263749838E0
caminhando,1.198119704E1,9.966249466E0,-1.847499967E0,3.428750038E0
caminhando,1.200619704E1,9.902500153E0,-1.948749900E0,3.133749962E0
caminhando,1.203119704E1,9.693749428E0,-1.991249919E0,2.674999952E0
caminhando,1.205619704E1,1.087125015E1,-3.246249914E0,3.564999819E0
caminhando,1.208119704E1,1.072749996E1,-3.067499876E0,5.651249886E0
caminhando,1.210619704E1,1.166624928E1,-1.611249924E0,5.056250095E0
caminhando,1.213119704E1,1.122249985E1,-9.437499642E-1,3.442499876E0
caminhando,1.215619704E1,1.083500004E1,-1.072499990E0,3.069999933E0
caminhando,1.218119704E1,1.033249950E1,-1.783749938E0,3.944999933E0
caminhando,1.220619704E1,1.071249962E1,-1.912499905E0,3.814999819E0
caminhando,1.223119704E1,1.082749939E1,-2.421249866E0,3.944999933E0
caminhando,1.225619704E1,1.105749989E1,-3.504999876E0,3.829999924E0
caminhando,1.228119704E1,1.189624977E1,-5.326250076E0,4.497499943E0
caminhando,1.230619704E1,1.339499950E1,-6.331249714E0,5.386250019E0
caminhando,1.233119704E1,1.347499943E1,-5.420000076E0,4.553750038E0
caminhando,1.235619704E1,1.292875004E1,-4.408750057E0,4.497499943E0
caminhando,1.238119704E1,1.150124931E1,-5.032499790E0,5.163749695E0
caminhando,1.240619704E1,9.500000000E0,-6.036249638E0,4.110000134E0
caminhando,1.243119704E1,7.943749905E0,-6.223749638E0,3.664999962E0
caminhando,1.245619704E1,7.772500038E0,-6.007499695E0,3.887499809E0
